,Channel_Name,Language,Tags,Last_Played_Game,Game_ID,ChannelID,Count,followers
1622,skyshocktv,es,"['Português', 'ADHD', 'Minecraft', '420', 'Mexico', 'Tijuana', 'Español', 'Inglés', 'LuchaLibre', 'BTSArmy']",Just Chatting,509658,29249710,17289,156128
1623,smittyw,es,"['humor', 'inmaduro', 'Español']",Just Chatting,509658,40857595,22470,130812
1624,shibuya_kaho,en,"['Japan', 'Japanese', 'English']",Just Chatting,509658,496970086,23664,320210
1625,shisheyu,fr,"['Français', 'shisheyu']",Super Mario Galaxy,14766,62989856,22168,136934
1626,silphtv,ko,['한국어'],Just Chatting,509658,138009898,14674,356910
1627,silvername,ru,"['Русский', 'Hardcore']",World of Warcraft,18122,70075625,113701,867712
1628,sips_,en,"['dad', 'falconry', 'mapmaking', 'bronzesmith', 'esportsready', 'sensei', 'young', 'English']",Construction Simulator,814559054,26538483,43862,546676
1629,sleepypuffy,en,['English'],Coral Island,1960341762,669411046,1207,148905
1630,scumtk,en,"['Comedy', 'Anime', 'ａｎｉｍｅ', 'justchatting', 'Black', 'sports', '18plus', 'English']",Just Chatting,509658,142907660,11870,245961
1631,shubble,en,"['lgbtqia', 'english', 'English']",Town of Salem 2,1238739089,31063899,14264,494063
1632,shurjoka,de,['Deutsch'],Just Chatting,509658,46544012,25515,219004
1633,sick_cs,en,['English'],VALORANT,516575,77165632,95150,523739
1634,slop3,sv,['Svenska'],Just Chatting,509658,7093315,7894,91632
1635,scump,en,['English'],Call of Duty: Modern Warfare III,1337444628,13240194,95952,1724948
1636,sereda,en,"['dancing', 'English', 'pools', 'girl', 'Singing', 'music', 'MusicProduction', 'Cooking', 'dance']",Just Chatting,509658,265053976,5839,284396
1637,sloot,en,"['English', 'Bald', 'Variety', 'Funny', 'Egg', 'Cozy', 'Romanian', 'Canadian']",Black Myth: Wukong,519291,29363507,9141,218404
1638,skill4ltu,en,"['English', 'Lithuanian', 'drops', 'Drop', 'DropsActive', 'DropsEnabled']",World of Tanks,27546,110775952,24441,338295
1639,smzinho,pt,['Português'],Dota 2,29595,37705807,48982,1084681
1640,ses836,ko,['한국어'],Just Chatting,509658,48731544,28224,174616
1641,shlorox,de,['Deutsch'],World of Warcraft,18122,40784764,34633,424025
1642,shuteye_orange,zh,['中文'],Black Myth: Wukong,519291,25202416,24549,175604
1643,sidneyeweka,de,['Deutsch'],Just Chatting,509658,135177864,96510,1029999
1644,snoodyboo,es,['Español'],Teamfight Tactics,513143,135629563,13552,137814
1645,sequisha,en,"['English', 'Solo', 'comedy', 'Hardcore', 'dungeon', 'Him']",Escape from Tarkov,491931,25458544,65302,398311
1646,shackyhd,en,"['ADHD', 'Dyslexic', 'English']",Rust,263490,63033449,13662,299795
1647,skyyart,fr,['Français'],League of Legends,21779,70298660,32306,865242
1648,smoke,en,"['English', 'Immersion', 'SurvivaI', 'Adventure', 'Action', 'Shooter']",DayZ,65632,70880222,36840,326239
1649,selis13,es,"['Español', 'Anime', 'JujutsuKaisen', 'Jujutsu']",VALORANT,516575,178763618,10515,121061
1650,shiphtur,en,['English'],VALORANT,516575,26560695,41030,749466
1651,silentsentry,en,"['DoesNOTbegforsubs', 'PC', 'VoiceActing', 'English', 'Comedy', 'FirstPlayrthrough']",Dead by Daylight,491487,56625428,7665,318797
1652,smaczny,pl,"['Polski', 'Figma', 'vtube', 'pngtuber', 'czasamigramwgry', 'UIDesign']",Conqueror's Blade,498523,25452828,9272,97177
1653,sintica,de,"['Music', 'House', 'DJ', 'Hardstyle', 'Deutsch', 'DJ', '808ontwitch', 'Techno']",DJs,1669431183,35884167,36516,326002
1654,slysssa,en,"['Educational', 'Music', 'Fun', 'english', 'battlegrounds', 'English']",Hearthstone,138585,142199256,12953,93076
1655,smokaloke,en,"['Mature', 'Adventure', 'English', 'Variety', 'Profanity', 'DrinkingandGaming', 'Indie']",Black Myth: Wukong,519291,51486023,8163,75851
1656,seals311,pt,"['Futebol', 'Desporto', 'Português', 'Portugal', 'Tennis', 'NBA', 'Ciclismo']",seals311,seals311,117209801,10958,152404
1657,shenpai,en,"['English', 'OhGodHelpMe', 'NoBackseating', 'NOTSponsored']",FINAL FANTASY XIV ONLINE,24241,25821344,16979,369725
1658,shivfps,en,['English'],Apex Legends,511224,128149102,160102,1472581
1659,silithur,es,['Español'],Black Myth: Wukong,519291,31220977,131007,599797
1660,silvervale,en,"['VTuber', 'Chill', 'Anime', 'Community', 'Relaxing', 'Positivity', 'English', 'Cozy', 'GoodVibes', 'English']",Just Chatting,509658,56938961,27348,489753
1661,skyrroztv,fr,['Français'],Call of Duty: Warzone,512710,52349411,63599,1154578
1662,serpent,nl,"['Nederlands', 'serpentgameplay', 'rickbroers', 'ruziemaken']",I'm Only Sleeping,498592,49901658,9404,261752
1663,shaunz,fr,['Français'],IRL,509672,43102846,25609,285656
1664,shotz,en,"['English', 'Shooter', 'Boomer', 'shotz', 'Malding', 'Roleplay', 'STARFORGE']",Grand Theft Auto V,32982,112822444,44357,360231
1665,shoxx__,de,"['Roleplay', 'GTA', 'GrandTheftAuto', 'HomeState', 'Deutsch', 'warzone']",Grand Theft Auto V,32982,103495737,6440,76953
1666,sirhcez,en,"['chill', 'anime', 'top', 'AMA', 'singed', 'Filipino', 'nasus', 'Multiplayer', 'English']",League of Legends,21779,27934574,20726,604310
1667,sleepy,en,"['e', 'catboy', 'English', 'DropsEnabled']",PAYDAY 3,2113043143,135052907,32221,652239
1668,snaggymo,en,"['Kuwait', 'arab', 'qatar', 'English']",Just Chatting,509658,134965839,5492,575183
1669,sekapoko,en,"['gacha', 'English']",Genshin Impact,513181,47485986,24689,198013
1670,sgtgrafoyni,ru,"['Большой', 'Русский', 'Кот']",Just Chatting,509658,95932575,9154,42980
1671,shroud,en,['English'],Black Myth: Wukong,519291,37402112,958140,11011029
1672,sick_nerd,en,"['English', 'RecedingHairline', 'NeanderthalAncestry', 'AskMeAnything']",Old School RuneScape,459931,49408183,13227,208876
1673,shofu,en,['English'],Just Chatting,509658,4073179,4742,265495
1674,shookwon,en,"['irl', 'bald', 'English', 'AUS', 'australia', 'fish', 'bacon', 'Travel', 'Outdoors', 'Fishing']",IRL,509672,41283727,10272,162909
1675,shtan_udachi,ru,shtan_udachi,Hearthstone,138585,89288528,18033,96030
1676,skswhdkgo1,ko,['한국어'],MapleStory,19976,429533286,9042,95973
1677,sco,en,['English'],World of Warcraft,18122,12665,5595,373664
1678,scripe,en,"['English', 'RWF']",World of Warcraft,18122,55943318,15848,147228
1679,sees360,ko,['한국어'],Just Chatting,509658,468031986,5848,72674
1680,sheriffeli,en,"['English', 'Cooperative', 'RPG', 'RP']",Crime Scene Cleaner,343455332,144555242,17236,281654
1681,slayproxx,pl,['Polski'],Black Myth: Wukong,519291,57361005,11069,80335
1682,sneux,es,"['Español', 'sneux', 'Fortnite', 'blacklivesmatter', 'Black']",Slots,498566,137089044,17674,352583
1683,snip3down,en,"['English', 'raffle']",Apex Legends,511224,21270244,72760,612575
1684,sinksr,en,"['Rust', 'Athletic', 'Based', 'English', 'ADHD', 'PvP', 'NoBackseating', 'BackseatingAllowed']",Rust,263490,119373619,6121,52511
1685,sjow,en,"['Battlegrounds', 'Highlevel', 'Chill', 'English']",Hearthstone,138585,22588033,25817,237412
1686,slipix,fr,"['leagueoflegends', 'lolfr', 'Français', 'Tournoi']",League of Legends,21779,89204267,33757,196042
1687,snipernamedg,en,"['EnduranceTraining', 'AMA', 'EndGame', 'English', 'grind']",Black Myth: Wukong,519291,42061614,4324,70113
1688,shenryyr,en,"['furry', 'oregon', 'serval', 'meow', 'coffee', 'derp', 'lgbtqiaplus', 'English', 'NoBackseatingUnlessAsked']",Gear City,461510,44173074,9765,97193
1689,sirolopez56,es,"['realmadrid', 'español', 'barcelona', 'atleti', 'deporte', 'charladeporte', 'mbappe', 'fútbol', 'JJOO', 'Español']",Sports,518203,610935997,16011,309431
1690,sizer0346,ko,['한국어'],Football Manager 2024,2091165871,79086834,6757,28007
1691,skipnho,pt,['Português'],Black Myth: Wukong,519291,63602976,44100,1290696
1692,simply,en,"['speedrun', 'worldrecordattempts', 'wr', 'worldrecord', 'doesanyonereadthese', 'mommy', 'daddy', 'English']",Super Mario 64,2692,35780889,35496,310056
1693,singsing,en,"['NoBackseating', 'English']",Black Myth: Wukong,519291,21390470,39888,646703
1694,sneakylol,en,['English'],Escape from Tarkov,491931,24538518,106626,1755031
1695,shadoune666,es,"['Minecraft', 'Hardcore', 'pvp', 'Shadoune', 'Imperio51', 'Español', 'discussion']",Minecraft,27471,36533048,13663,1908825
1696,shahzam,en,['English'],VALORANT,516575,38433240,211499,1634966
1697,shayvictorioo,pt,['Português'],Just Chatting,509658,121887478,41363,229449
1698,silky,en,"['English', 'dailystreamer', '2021', 'CMB']",IRL,509672,451786566,26651,548435
1699,so_urf,ko,['한국어'],Escape from Tarkov,491931,153038708,13961,105841
1700,spygea,ja,['日本語'],Escape from Tarkov,491931,10985633,95953,617732
1701,staryuuki,es,"['Yuuki', 'Staryuuki', 'IRL', 'Español', 'Charla', 'Podcast']",Just Chatting,509658,167189231,49163,3402655
1702,sunbaconrelaxer,en,['English'],Hearthstone,138585,94908847,35944,87506
1703,syaruru3,ja,"['日本語', 'ガチャハラス禁止']",Escape from Tarkov,491931,123278702,12849,106226
1704,sommerset,en,['English'],Fortnite,33214,277945156,55614,1910453
1705,soyfelipez360,es,['Español'],Teamfight Tactics,513143,107627864,19364,257754
1706,stanz,en,"['Check', 'For', 'Primes', 'furry', 'onlyfans', 'English', 'BeanEater']",EA Sports College Football 25,232131679,36221636,12151,164714
1707,staysafetv,en,"['English', 'based', 'basedandredpilled', 'BasedDepartment', 'BasedAF', 'basedandchadpilled', 'basedgamer', 'BASEDCONTENT']",Just Chatting,509658,29899360,38531,237252
1708,steelohs,ko,steelohs,MapleStory Worlds,1804231074,76933563,7482,122945
1709,stero2d,ko,"['스테', '한국어', '핵앤슬래시', 'ARPG', '스테TV', '스테로이드', 'POE', '디아블로']",Torchlight: Infinite,890558948,180726259,4198,15540
1710,superevan,en,['English'],Call of Duty: Warzone,512710,47703889,29708,260326
1711,sweetcampercs,zh,"['中文', '靈魂歌手', '帥臉', '最有禮貌', '勤奮主播', '一句不離三個國罵']",Path of Exile,29307,48093884,39186,317515
1712,tanukininja,ja,"['日本語', 'アライグマ', '忍者', 'LoL', 'アナグマ', 'たぬき', 'ハクビシン']",Teamfight Tactics,513143,143662611,9613,72317
1713,sodapoppin,en,"['Anime', 'Vtuber', 'Furry', 'English', 'ADHD', 'NoBackseating', 'Hardcore']",Warcraft III,12924,26301881,284409,8885010
1714,solaryfortnite,fr,['Français'],Fortnite,33214,198506129,51611,2218643
1715,spoonkid,en,['English'],Counter-Strike,32399,119925910,34810,524467
1716,stevewillsendit,en,"['English', 'overwhatch2', 'Overawatch']",stevewillsendit,stevewillsendit,450775736,22825,756311
1717,snow_hite,ko,"['설백이얌', '픽셀네트워크', '한국어']",snow_hite,snow_hite,191255489,14757,130144
1718,snuffy,en,"['vtuber', 'cope', 'seethe', 'mald', 'English']",Just Chatting,509658,515567425,27168,476570
1719,sofikimmy,es,"['Español', 'Chile']",League of Legends,21779,109093498,20923,234802
1720,sola,de,"['Grandmaster', 'Deutsch', 'german', 'marksman']",League of Legends,21779,44864184,24648,357952
1721,sologesang,de,"['Deutsch', 'English', 'FUTUREWORLDSWINNER', 'FUTUREDÖNERGIVEAWAYER']",Teamfight Tactics,513143,139208197,22916,179472
1722,sonii,en,['English'],World of Warcraft,18122,73469143,9544,264641
1723,steelmage,en,"['English', 'Australian']",Path of Exile,29307,57317154,47076,170335
1724,strippin,en,"['English', 'Father', 'Daddy', 'Himbo', 'Wildman', 'Dadbod', 'MaleModel', 'Onlydads', 'Cringe', 'Fleshtuber']",The Isle,490948,23179441,26309,332269
1725,stylishnoob4,ja,"['日本語', '感謝します']",Escape from Tarkov,491931,50988750,212713,1068262
1726,subroza,en,"['English', 'French', 'valorant', 'radiant', 'Subroza', 'pro', 'professional', 'Washed', 'DropsEnabled']",Spectre Divide,1451084268,40965449,84500,1029100
1727,sunbaking,ko,['한국어'],Just Chatting,509658,114774737,379,318915
1728,takeshi,pt,['Português'],League of Legends,21779,37370325,15179,400539
1729,tanizen,es,"['Tanizen', 'KPIonTOP', 'KPI', 'Español', 'Rust', 'drops']",Grand Theft Auto V,32982,40299581,24898,825964
1730,solary,fr,"['Français', 'Solary', 'Esport']",League of Legends,21779,174955366,73569,695905
1731,spammiej,en,"['Dutch', 'Speedrun', 'Competitive', 'Esports', 'English']",Trackmania,687129551,26290555,9987,65966
1732,spursito,es,['Español'],Just Chatting,509658,104455653,52086,1456902
1733,squeezie,fr,['Français'],VALORANT,516575,52130765,150742,5087305
1734,squishymuffinz,en,"['English', 'rocketleague', 'drops']",Multiplayer Platform Golf,1733701290,90018770,14621,974354
1735,tado87,fr,['Français'],Grand Theft Auto V,32982,26465197,2118,26357
1736,takesipon,zh,['中文'],Dead by Daylight,491487,22596190,30605,130514
1737,sodtz,pt,"['LGBT', 'Português']",Just Chatting,509658,109280916,2850,33729
1738,stableronaldo,en,['English'],Just Chatting,509658,246450563,18871,3312350
1739,stormen,en,['English'],Apex Legends,511224,101936909,53102,773043
1740,stray228,ru,"['dota2', 'высокийскилл', 'адекватнаяатмосфера', 'хорошаямузыка', 'Proplayer', 'Обучение', 'mid', 'солевойстример', 'legend', 'Русский']",Dota 2,29595,40488774,105907,1639958
1741,sujagg,es,"['caster', 'fortnite', 'top', 'pro', 'torneo', 'Español', 'customs', 'drops', 'SujaGG', 'KOI']",Fortnite,33214,96564203,75112,1253250
1742,surrenderhs,ko,['한국어'],Hearthstone,138585,96883432,7244,119056
1743,sovietwomble,en,['English'],Divinity: Original Sin II,490644,67802451,40969,1604267
1744,sparkofphoenixtv,de,"['sparkofphoenix', 'Deutsch', 'minecraft']",Minecraft,27471,36464115,6361,711538
1745,speedgamingportugues,pt,"['Speedrun', 'Torneio', 'Português', 'Maratona', 'Retro']",Celeste,492535,411814005,3817,23890
1746,spell316,en,"['beatmaking', 'ableton', 'maori', 'newzealand', 'musicproduction', 'IRL', 'Melbourne', 'English']",Just Chatting,509658,518016053,2004,45676
1747,streamerhouse,en,"['English', 'AlwaysOn', 'LGBTQIA', 'Variety', 'Marathon', 'PlayingWithViewers', 'AMA', 'Community', 'TwitchOG']",Once Human,1441208453,44741426,84218,803413
1748,swagg,en,['English'],Call of Duty: Warzone,512710,39724467,140396,2092473
1749,snowmixy,en,"['English', 'swedish']",World of Warcraft,18122,50911855,19461,192759
1750,socialboomtv,it,['Italiano'],Just Chatting,509658,458380257,2400,115680
1751,souzasoul,pt,"['Português', 'deadbydaylight', 'dbd']",Dead by Daylight,491487,187446013,16332,211569
1752,strogo,ru,"['Германия', 'Русский']",Just Chatting,509658,233741947,39494,1039620
1753,surefour,en,"['English', 'god']",Black Myth: Wukong,519291,2982838,24077,460511
1754,swehyt,en,['English'],Dead by Daylight,491487,113736015,11194,126691
1755,sydeon,en,"['BlackBrilliance', 'English']",LOCKDOWN Protocol,144418804,244407024,11891,373964
1756,sypherpk,en,"['English', 'battleroyale', 'PvP', 'Multiplayer']",Fortnite,33214,32140000,129361,7014952
1757,solorenektononly,en,"['Bald', 'GoblinMode', 'TopLane', 'English']",League of Legends,21779,30227322,12072,429582
1758,soursweet,en,"['HeyEveryoneSourHere', 'Immersion', 'English']",DayZ,65632,85834498,19772,138797
1759,soypan,es,"['Valorant', 'English', 'México', 'LATAM', 'Español']",VALORANT,516575,57993352,19869,1002589
1760,spoopykitt,en,"['Woman', 'flowarts', 'English', 'justchatting', 'Cosplay', 'dance', 'bikini']",Just Chatting,509658,159239770,21121,382620
1761,staiy,de,"['Deutsch', 'Politik']",Counter-Strike,32399,48865821,39294,353368
1762,stolenbr,pt,"['COD', 'FPS', 'BR', 'BattleRoyale', 'WARZONE', 'Português', 'monstro', 'gostoso', 'dicas', 'monster']",Escape from Tarkov,491931,39711157,21756,332849
1763,superjj102,en,"['English', 'KEKW', 'BBoomer', 'Battlegrounds', 'OnlyBans', 'OccasionalSwearing']",Hearthstone,138585,58352686,32712,166100
1764,sonecarox,pt,"['Português', 'slots']",Crypto,499634,71440174,18007,189988
1765,supertf,en,"['FleshTuber', 'English']",Black Myth: Wukong,519291,59635827,35444,653559
1766,sylveey,en,"['English', 'Cozy', 'IRL', 'OutdoorIRL', 'outside']",Fields of Mistria,1846293708,175383693,3226,324590
1767,t90official,en,['English'],Age of Empires II,13389,92957305,25755,252926
1768,speedmanq,ru,['Русский'],Dota 2,29595,47433731,16360,84309
1769,surugamonkey0113,ja,"['日本語', '早口', '競馬', 'yoru']",Winning Post 10 2024,1409695616,90131691,17733,127678
1770,sooflower,ko,"['한국어', '코스프레', 'infp', 'kpop', '수련수련', '한국서버', '댄스', '힙스터', '기타']",Just Chatting,509658,419795496,28605,485833
1771,stevesuptic,en,['English'],Just Chatting,509658,10180005,27454,262414
1772,sweet_anita,en,"['TouretteSyndrome', 'English']",Just Chatting,509658,217377982,37560,1858547
1773,sykkuno,en,"['English', 'Vtuber']",Black Myth: Wukong,519291,26154978,231829,3926396
1774,symfuhny,en,"['English', 'FPS', 'WZ', 'WZ3', 'Cod', 'Callofduty']",Call of Duty: Warzone,512710,31688366,121494,4022045
1775,tanxlive,th,"['ภาษาไทย', 'ไทย', 'FPS', 'myheroultrarumble', 'MHUR']",Minecraft,27471,79787770,21142,314348
1776,sonycast_,ko,"['한국어', '공포게임']",Just Chatting,509658,137404969,25765,301947
1777,speedrunsespanol,es,"['speedrun', 'Español']",Portal,1419045868,79774729,895,55818
1778,sweatcicle,en,['English'],Black Myth: Wukong,519291,96706929,26788,463488
1779,solaryhs,fr,['Français'],Hearthstone,138585,416031592,35357,204947
1780,spaceboy,en,"['ExtremelyCool', 'CarNerd', 'Old', 'JamesRandal', 'PatDowning', 'TheBestAtRoleplay', 'English', 'SpaceboyClips']",Black Myth: Wukong,519291,61312447,20279,354453
1781,ssaab,en,"['Roleplay', 'Cringe', 'Suffering', 'Dankgamer', 'NegativeSpeech', 'ESL', 'Drama', 'UnitedStates', 'English']",Delta Force,1282866981,116888929,52881,400440
1782,summit1g,en,['English'],Grand Theft Auto V,32982,26490481,320574,6294552
1783,sushint,fr,['Français'],Among Us,510218,101718787,3817,30632
1784,sweetdreams,en,"['GoingInsane', 'Help', 'English']",Apex Legends,511224,143726713,51956,833858
1785,swimstrim,en,swimstrim,Just Chatting,509658,143357760,11670,154716
1786,solidfps,en,['English'],Black Myth: Wukong,519291,97782735,11709,117416
1787,spyro_za,en,"['English', 'Competitive', 'DropsEnabled']",Marvel Snap,1743359147,172430119,6786,63086
1788,srserpiente,es,"['Español', 'survival', 'hardcore', 'indie', 'shooter', 'helldivers2', 'srserpiente', 'drops', 'deltaforcehawkops', 'arenabreakoutinfinite']",Special Events,509663,30805171,5536,160254
1789,starsmitten,en,"['waaa', 'English', 'sponsored', 'drops', 'DropsEnabled']",Pokémon Trading Card Game,9618,61852275,38335,342437
1790,stylerz,de,['Deutsch'],Call of Duty: Warzone,512710,55970469,25616,279468
1791,suetam1v4,pt,"['Português', 'Humor', 'Brasil', 'Brazil', 'Portugal']",Just Chatting,509658,228371036,48890,792150
1792,tanzverbot,de,"['Deutsch', 'reaction', 'berlin', 'tanzverbot', 'IRL', 'irlstream']",Just Chatting,509658,43548655,22075,772734
1793,tapl,en,['English'],Minecraft,27471,132083317,15695,884572
1794,stopgameru,ru,['Русский'],Special Events,509663,47954096,6029,177080
1795,summonersinnlive,de,"['Esports', 'Deutsch']",League of Legends,21779,40336240,14785,573280
1796,suri,hu,"['GTARP', 'GalaxyRP', 'Magyar']",Just Chatting,509658,159099058,7096,103452
1797,sweepsgg,en,sweepsgg,Music,26936,447077135,5498,125131
1798,takulz,en,takulz,takulz,takulz,667463132,9571,2
1799,taylor_jevaux,en,"['English', 'LGBTＱ', 'Female', 'Anime']",Just Chatting,509658,469348555,28580,2201148
1800,tcec_chess_tv,en,['English'],Chess,743,180854563,1079,24782
1801,tealzlol,pt,"['Português', 'proplayer', 'emo', 'terror', 'MOBA', 'celular', 'HighEloGameplay']",Black Myth: Wukong,519291,96161253,7667,118505
1802,teegrizzley,en,['English'],Grand Theft Auto V,32982,431882702,23669,1118238
1803,teknoyd,it,"['italiano', 'openeworld', 'Avventure', 'giocodiruolo', 'Roleaplay', 'Italiano', 'RP']",Grand Theft Auto V,32982,121555768,11989,350803
1804,tenha,en,"['English', 'Anime']",League of Legends,21779,239474978,23986,287989
1805,tsm_viss,en,"['FPS', 'Interactive', 'BR', 'Shooter', 'Wolfpack', 'Viss', 'TSM', 'battleroyale', 'English']",Delta Force,1282866981,90020006,33375,789211
1806,teepee,en,"['teep', 'teepee', 'callofduty', 'optic', 'English', 'fps', 'battleroyale', 'mw3', 'warzone']",Call of Duty: Warzone,512710,23844396,81089,1060449
1807,thestockguy,en,"['English', 'stocks', 'crypto', 'Educational', 'Veteran', 'ADHD', 'Indian', 'Boomer', 'Furry', 'bored']",Just Chatting,509658,249820319,22883,293709
1808,toeiii,th,"['ไทย', 'ภาษาไทย']",Dota 2,29595,152358509,7303,39319
1809,tommyinnitalt,en,['English'],Just Chatting,509658,556173685,623,1587985
1810,tpain,en,['English'],Contraband Police,510202,117083340,27855,1003122
1811,trick2g,en,"['English', 'LeagueofLegends', 'UdyrMain', 'Volibear', 'Udyr', 'soloqueue', 'HighEloGameplay']",League of Legends,21779,28036688,22499,1528126
1812,tubbolive,en,['English'],Just Chatting,509658,478701870,37332,2112358
1813,topsonous,en,['English'],Dota 2,29595,153670212,133,522783
1814,tarik,en,['English'],VALORANT,516575,36340781,116636,3202381
1815,tarzaned,en,['English'],League of Legends,21779,123782776,32410,593470
1816,tgltn,en,"['FPS', 'PUBG', 'Esports', 'Pro', 'SlightlyAboveAverageIQ', 'OCE', 'Oceania', 'Australian', 'English', 'PGS4']",PUBG: BATTLEGROUNDS,493057,103259021,26343,405633
1817,thebubbaarmy,en,"['comedy', 'radio', 'thebubbaarmy', 'bubbathelovesponge', 'English', 'bubbaarmy', 'bubbathelovesponge', 'thebubbaarmy', 'thebubbaarmy']",Just Chatting,509658,118342490,3913,49212
1818,therunningmanz,en,"['Survival', 'PVP', 'English', 'UK']",DayZ,65632,69824993,28228,358539
1819,tiburci0,pt,"['aulas', 'csgo', 'cs', 'cs2', 'Português', 'skins', 'sorteio', 'loja', 'drops', 'faceit']",Counter-Strike,32399,85206619,6860,148842
1820,timbo,de,"['Rollenspiel', 'Deutsch', 'Taktik', 'noobie', 'DropsAktiviert']",Sea of Thieves,490377,49413110,5814,32553
1821,tteuw,pt,['Português'],VALORANT,516575,47119647,19630,514269
1822,thekller,de,['Deutsch'],Lethal Company,2085980140,36009345,12820,106218
1823,tmxk319,ko,['한국어'],Minecraft,27471,148057505,72735,918424
1824,tradersamwise,en,['English'],Crypto,499634,566380239,2960,25743
1825,trainwreckstv,en,"['English', 'caseopening', 'CS2']",Counter-Strike,32399,71190292,305816,2143026
1826,tru3ta1ent,en,"['competitive', 'analysis', 'teaching', 'viewerbuilds', 'English', 'British', 'Horror', 'BlackMythWukong', 'Blackmyth', 'wukong']",Black Myth: Wukong,519291,48286022,45462,701862
1827,tecone,tr,['Türkçe'],Virtual Casino,29452,100630863,15915,301581
1828,the_happy_hob,en,"['Zoomer', 'Relatable', 'English', 'Vtuber', 'Anime']",ELDEN RING,512953,87803283,28488,350619
1829,thechief1114,en,"['LastStream', 'English', 'AnkylosingSpondylitis']",Black Myth: Wukong,519291,53904523,9896,234964
1830,therealmarzaa,it,"['Italiano', 'English', 'Barese']",Just Chatting,509658,89600394,39001,1588509
1831,timthetatman,en,timthetatman,timthetatman,timthetatman,36769016,4794,6920640
1832,tixinhadois,pt,"['Português', 'valorant', 'Tixinha', 'Emea', 'americas', 'cypher', 'Leviatan']",VALORANT,516575,32115632,13243,479279
1833,team_spiritzero,ko,"['한국어', '토너먼트', 'Tournament', 'FGC', 'CCX', '캡콤컵']",Street Fighter 6,55453844,63563054,3549,38052
1834,tetristhegrandmaster3,zh,['中文'],DARK SOULS II: Scholar of the First Sin,489170,47281189,3180,21334
1835,th3antonio,es,"['TOPLANER', 'uwu', 'peluquillas', 'Español', 'CHALLENGER', 'TH3LEC']",League of Legends,21779,39115143,41209,449780
1836,thedeluxe4,en,['English'],LOCKDOWN Protocol,144418804,11198364,6395,355783
1837,thegeekentry,en,"['Community', 'ChillVibes', 'Canada', 'Reactions', 'English', 'AMA', 'giveaway', 'rizz', 'BRAINROT']",Just Chatting,509658,124651013,8732,77994
1838,thump,en,"['THump', 'Valorant', 'Rage', 'ADHD', 'English', 'Positivity', 'funny', 'bald', 'radiant', 'tenz']",VALORANT,516575,111518512,6052,270504
1839,tinakitten,en,"['English', 'dum']",Just Chatting,509658,42032495,69472,1901548
1840,tranth,ko,"['한국어', '고양이', 'DJ']",Finding Anastasia,203773838,42848761,12532,86829
1841,trashtalkfr,fr,['Français'],Sports,518203,150315224,212,103416
1842,tuonto,en,"['tuonto', 'interlockingtoes', 'anime', 'Depression', 'Unholy', 'notkidfriendly', 'Vietnamese', 'Strinova', 'English', 'Pen15Club']",osu!,21465,98078101,43872,860664
1843,teosgame,en,"['English', 'Sweden']",Just Chatting,509658,98099061,4117,410625
1844,thdlock,en,['English'],World of Warcraft,18122,23518699,3842,57121
1845,thisisnotgeorgenotfound,en,thisisnotgeorgenotfound,Minecraft,27471,654556126,41333,1289332
1846,tinkerleo,de,"['Kochen', 'justchatting', 'indie', 'community', 'gemütlich', 'safespace', 'irl', 'deutsch', 'Deutsch']",Counter-Strike,32399,71968056,15133,211493
1847,tomato,en,"['English', 'TerminallyAverage', 'PowertrippingMods', 'PainfullyUnfunnyStreamer', 'ComedyDiesHere', 'GodSupportsHimIronically', 'AbsolutelyFoulVibes', 'UnfitForFamilies', 'AskMeAboutMyFrogVoice']",Lobotomy Corporation,457724187,43784278,26865,163766
1848,torona1,ko,['한국어'],Just Chatting,509658,192200166,18442,152685
1849,tectone,en,"['LOUD', 'BALD', 'AUTISM', 'English']",Just Chatting,509658,27717340,61564,971749
1850,thedandangler,en,"['UK', 'Australia', 'egirl', 'woman', 'English', 'girl', 'Italy', 'IRL', '420', 'bikini']","Pools, Hot Tubs, and Beaches",116747788,435049951,15270,615134
1851,themystic7hwd,en,['English'],Pokémon Trading Card Game,9618,171122649,7607,222738
1852,thomefn,pt,"['Português', 'Brasil', 'Competitivo']",Fortnite,33214,195007466,5563,489703
1853,timmac,en,"['Roleplay', 'English', 'NoPixel', 'ProdigyRP']",Grand Theft Auto V,32982,9244832,34609,594319
1854,tonton,fr,"['Éducatif', 'Français', 'Digresseurprofessionnel']",Black Myth: Wukong,519291,72480716,49819,483622
1855,toqtir,tr,['Türkçe'],WWE 2K23,1040463021,97716686,45344,248217
1856,torro,de,"['crazy', 'RP', 'Retro', 'gaming', 'songs', 'music', 'funny', 'Deutsch', 'justchatting']",Arena Breakout: Infinite,401587136,99121518,12586,77026
1857,trymacs,de,['Deutsch'],League of Legends,21779,64342766,402678,3607998
1858,taxi2g,en,"['TRASH', 'SchizoMode', 'LoudisFunny', 'ToxicStream', 'GAMINGGOLEMJUICERMEGAMAN', 'aimbotting', 'AimAssistOff', 'passion', 'apexlegends', 'Vtuber']",Apex Legends,511224,136822306,63233,455731
1859,tenz,en,"['English', 'Anime', 'FPS']",Just Chatting,509658,70225218,104342,4056773
1860,tolkin,de,"['Deutsch', 'English']",League of Legends,21779,181357564,50276,313093
